26, 727
406, 168289
512, 267656
600, 345940
669, 450733
844, 725334
745, 437287
930, 873153
795, 637656
652, 392728
605, 368135
580, 274318
619, 374927
541, 256446
528, 265005
1129, 1168618
1137, 1193169
1137, 1193169
1065, 975091
992, 754546
953, 636479
757, 43439
757, 43439
